"group"	"long"	"lat"
1	-88.1605606079102	48.9780349731445
1	-86.316665649414	48.6408500671387
1	-86.328872680664	48.6252670288086
1	-85.7288665771484	47.943042755127
1	-84.931655883789	47.8552703857422
1	-84.910285949707	47.5122375488281
1	-84.6538848876953	47.2258148193359
1	-84.6758270263672	46.9622001647949
1	-84.4891586303711	46.8472061157227
1	-84.4574737548828	46.7550201416016
1	-84.4922561645508	46.4772491455078
1	-84.0952529907227	46.4272270202637
1	-83.5991897583008	46.2835884094238
1	-81.6494674682617	46.1177749633789
1	-81.6541595458984	46.0352668762207
1	-81.633071899414	46.0194549560547
1	-80.671371459961	45.8075180053711
1	-80.1800003051758	45.3883399963379
1	-80.1203002929688	45.2516899108887
1	-80.095832824707	45.1302795410156
1	-79.6596984863281	44.7516708374023
1	-80.1158294677734	44.7572288513184
1	-80.0674743652344	44.4802627563477
1	-80.8613586425781	44.6569633483887
1	-81.1049880981445	44.7575149536133
1	-81.0711212158203	44.9052810668945
1	-81.4413681030273	45.239143371582
1	-81.6974792480469	45.2397155761719
1	-81.2839126586914	44.704460144043
1	-81.7119140625	43.9047241210938
1	-81.8600311279297	43.2686271667480
1	-82.4208374023438	43.0161247253418
1	-82.6469268798828	42.5544357299805
1	-82.4258193969727	42.4508438110352
1	-83.1019668579102	42.2383346557617
1	-82.9360961914062	41.9894409179688
1	-82.4822082519531	42.0271987915039
1	-81.6547317504883	42.4780616760254
1	-80.7877883911133	42.6383171081543
1	-80.430549621582	42.6466789245605
1	-79.0058364868164	42.9772186279297
1	-79.0641632080078	43.1027565002441
1	-79.0583190917969	43.2730407714844
1	-79.757209777832	43.2722358703613
1	-79.1788711547852	43.7605667114258
1	-77.4952926635742	43.9499893188477
1	-77.0269546508789	43.9750251770020
1	-76.9941787719727	44.0508308410645
1	-77.1244201660156	44.0491676330566
1	-77.175521850586	44.1474876403809
1	-77.3055801391602	44.1447334289551
1	-77.435531616211	44.1444511413574
1	-77.0547485351562	44.1013641357422
1	-75.8122329711914	44.5024909973145
1	-75.7975082397461	44.4966468811035
1	-74.6783447265625	45.0066947937012
1	-71.4941940307617	45.0205612182617
1	-71.2455291748047	45.2811431884766
1	-70.8241729736328	45.3644485473633
1	-70.718864440918	45.4858589172363
1	-70.283073425293	46.0660934448242
1	-70.2536163330078	46.1227569580078
1	-70.0508499145508	46.4400062561035
1	-69.5353012084961	47.1722450256348
1	-69.2324981689453	47.4713859558105
1	-68.8878021240234	47.188060760498
1	-68.1005554199219	47.2797355651855
1	-67.7950057983398	47.0699729919434
1	-67.6836166381836	45.6483497619629
1	-67.424186706543	45.5947189331055
1	-67.3188781738281	45.1486167907715
1	-67.2066879272461	45.1827621459961
1	-66.8999786376953	45.0775108337402
1	-66.0800247192383	45.2772445678711
1	-66.0816802978516	45.3835830688477
1	-66.0375137329102	45.2836036682129
1	-65.1708602905273	45.5111236572266
1	-64.5736083984375	45.8569641113281
1	-64.5821990966797	45.8711166381836
1	-64.5094375610352	45.8311233520508
1	-64.3150253295898	45.861946105957
1	-64.9236221313477	45.3850173950195
1	-64.6678009033203	45.3858222961426
1	-64.4402770996094	45.3841590881348
1	-64.313591003418	45.3858222961426
1	-63.851676940918	45.3822135925293
1	-63.547492980957	45.3802604675293
1	-64.188346862793	45.1047286987305
1	-64.2619705200195	45.1274719238281
1	-64.3177795410156	45.2852668762207
1	-66.0627746582031	44.5280456542969
1	-65.9874877929688	44.5447196960449
1	-66.0938873291016	44.3675003051758
1	-66.1030578613281	43.7574729919434
1	-65.9744262695312	43.7547264099121
1	-65.7569351196289	43.5486297607422
1	-65.7291412353516	43.5552749633789
1	-65.5480346679688	43.5561370849609
1	-65.4447250366211	43.5964126586914
1	-65.3155288696289	43.738338470459
1	-65.2013931274414	43.7416610717773
1	-64.9586334228516	43.8730392456055
1	-64.376106262207	44.3133583068848
1	-64.325569152832	44.3644676208496
1	-64.2988662719727	44.5188789367676
1	-64.013313293457	44.5172157287598
1	-63.8936195373535	44.6691627502441
1	-63.7802848815918	44.4758491516113
1	-63.6408271789551	44.4736175537109
1	-63.5977973937988	44.6755790710449
1	-63.1013870239258	44.7691459655762
1	-61.8839111328125	45.0444526672363
1	-61.3283157348633	45.2316932678223
1	-61.1802597045898	45.2314071655273
1	-61.0508346557617	45.2311210632324
1	-61.3458480834961	45.3458290100098
1	-61.2497024536133	45.4474716186523
1	-61.9083137512207	45.7708511352539
1	-62.0797462463379	45.7858581542969
1	-62.7549781799316	45.6755638122559
1	-63.1158256530762	45.7977790832520
1	-63.966381072998	45.9919548034668
1	-63.7724914550781	46.1080322265625
1	-64.5791549682617	46.3280487060547
1	-64.7485885620117	46.7027626037598
1	-64.8235855102539	46.9716529846191
1	-65.2569732666016	47.0828056335449
1	-65.2383499145508	47.1347160339355
1	-64.7855377197266	47.6819496154785
1	-64.8572158813477	47.7519645690918
1	-65.489990234375	47.6766777038574
1	-66.014419555664	47.9314155578613
1	-66.8474960327148	47.9983329772949
1	-66.0316696166992	48.1286277770996
1	-65.4969253540039	48.0458335876465
1	-64.6247100830078	48.3536262512207
1	-64.2772064208984	48.5810890197754
1	-64.5394515991211	48.8213882446289
1	-64.2830581665039	48.8180656433105
1	-64.2050247192383	48.8608093261719
1	-65.3596954345703	49.2566680908203
1	-67.7094650268555	48.793888092041
1	-68.611930847168	48.4369354248047
1	-70.2205581665039	47.2944564819336
1	-71.2991561889648	46.7422409057617
1	-70.4619445800781	47.4300193786621
1	-69.7716445922852	48.0683517456055
1	-70.8755722045898	48.3352928161621
1	-69.8511123657227	48.1866683959961
1	-69.3358612060547	48.4163665771484
1	-68.3760986328125	49.140811920166
1	-68.1827774047852	49.1430473327637
1	-67.5602645874023	49.3289184570312
1	-67.2411193847656	49.5733375549316
1	-66.5997009277344	50.1625099182129
1	-66.4433364868164	50.1669235229492
1	-66.4089050292969	50.2505760192871
1	-66.0247344970703	50.2513771057129
1	-61.808910369873	50.1872062683105
1	-61.5896949768066	50.1883544921875
1	-60.2713775634766	50.279167175293
1	-60.1430320739746	50.2794532775879
1	-59.071662902832	50.847770690918
1	-58.962516784668	50.901969909668
1	-58.6119232177734	51.1891937255859
1	-56.7644195556641	51.5486106872559
1	-55.7122383117676	52.1463775634766
1	-55.9599876403809	52.3586006164551
1	-55.7733154296875	52.3563690185547
1	-55.6694412231445	52.3527565002441
1	-56.2805557250977	52.5350151062012
1	-55.9708137512207	52.6155738830566
1	-55.8672256469727	52.6124801635742
1	-56.1291809082031	52.8086051940918
1	-55.8950119018555	52.8114128112793
1	-56.0035858154297	52.9972190856934
1	-55.7877540588379	53.1202926635742
1	-56.0271949768066	53.4555282592773
1	-56.6119537353516	53.6460952758789
1	-56.5750007629395	53.6974906921387
1	-56.6811103820801	53.7272262573242
1	-57.2699966430664	53.4833183288574
1	-57.3600120544434	53.5941848754883
1	-57.1513938903809	53.7358207702637
1	-57.3702621459961	54.1160926818848
1	-58.3922500610352	54.1252593994141
1	-58.2138862609863	54.1261215209961
1	-58.0228042602539	54.125545501709
1	-58.4594612121582	54.0241889953613
1	-59.0238800048828	53.7138786315918
1	-59.1116523742676	53.683048248291
1	-60.3055839538574	53.2638740539551
1	-60.279972076416	53.3411102294922
1	-60.1947174072266	53.4355354309082
1	-60.9277610778809	53.7333564758301
1	-60.2549934387207	53.5847320556641
1	-60.1049880981445	53.6660919189453
1	-58.5333137512207	54.1080703735352
1	-59.0902824401855	54.0558166503906
1	-57.4655456542969	54.4719581604004
1	-57.3777694702148	54.5133247375488
1	-58.8941612243652	54.9180603027344
1	-58.990535736084	55.0491561889648
1	-59.2750053405762	55.021656036377
1	-59.2666358947754	55.0822143554688
1	-59.6313819885254	54.9463653564453
1	-59.4855651855469	55.1016387939453
1	-59.9072074890137	55.1528053283691
1	-59.7747421264648	55.3272094726562
1	-60.1308326721191	55.1163635253906
1	-60.0905570983887	55.1852874755859
1	-60.5113906860352	55.0941886901855
1	-60.4389114379883	55.2174911499023
1	-60.2952690124512	55.4110908508301
1	-60.3663711547852	55.4611129760742
1	-60.3600158691406	55.5708312988281
1	-60.4077987670898	55.6121978759766
1	-60.369987487793	55.7277679443359
1	-60.5858192443848	55.6552886962891
1	-60.5946998596191	55.7089157104492
1	-60.8591766357422	55.7402534484863
1	-60.8435897827148	55.7605361938477
1	-61.2016906738281	55.8841857910156
1	-61.3841819763184	55.9947052001953
1	-61.3402900695801	56.063060760498
1	-61.3377685546875	56.1060905456543
1	-62.0136299133301	56.2577514648438
1	-61.7855377197266	56.2552871704102
1	-61.8161277770996	56.3024978637695
1	-62.0596923828125	56.4586296081543
1	-62.0755653381348	56.4919204711914
1	-61.8244400024414	56.4911193847656
1	-62.1844253540039	56.6233558654785
1	-62.4780693054199	56.7577705383301
1	-62.4536018371582	56.8377571105957
1	-62.2569618225098	56.8397026062012
1	-62.2877883911133	56.8236045837402
1	-61.7611236572266	56.6341819763184
1	-61.7830696105957	56.7558250427246
1	-61.5466690063477	56.9544677734375
1	-61.3461303710938	56.9510879516602
1	-61.3619499206543	57.0102729797363
1	-61.9219551086426	57.2180290222168
1	-61.8639106750488	57.2855834960938
1	-62.4072456359863	57.442512512207
1	-61.9808540344238	57.6041412353516
1	-62.1200256347656	57.8508605957031
1	-62.5649833679199	57.9649963378906
1	-62.5591430664062	57.9935874938965
1	-62.3969421386719	57.9930648803711
1	-62.5066604614258	58.0697288513184
1	-62.9028053283691	58.1330451965332
1	-62.841667175293	58.1722373962402
1	-62.6702995300293	58.171947479248
1	-62.7388801574707	58.2480392456055
1	-62.6283531188965	58.3913879394531
1	-63.4263725280762	58.363597869873
1	-63.3925094604492	58.4183197021484
1	-62.9189033508301	58.707202911377
1	-62.990005493164	58.878059387207
1	-63.3208312988281	58.8580627441406
1	-63.256950378418	58.9885787963867
1	-63.9041595458984	58.9864082336426
1	-63.4602928161621	59.198917388916
1	-63.5739059448242	59.2399978637695
1	-63.767219543457	59.2619400024414
1	-63.8713874816895	59.3785972595215
1	-63.785270690918	59.4260940551758
1	-63.958309173584	59.5428009033203
1	-64.0325012207031	59.5883522033691
1	-64.0530700683594	59.6308097839355
1	-64.219970703125	59.774169921875
1	-64.253890991211	59.9588851928711
1	-64.3296890258789	60.0408172607422
1	-64.402229309082	59.9178085327148
1	-64.4277877807617	59.9861030578613
1	-64.3891677856445	60.0141830444336
1	-64.5647277832031	60.053596496582
1	-64.4602737426758	60.125846862793
1	-64.6405792236328	60.267765045166
1	-64.6338806152344	60.2883377075195
1	-64.7150115966797	60.3405342102051
1	-65.2166976928711	59.8363914489746
1	-65.490852355957	59.7922134399414
1	-65.52001953125	59.7455787658691
1	-65.1966323852539	59.4791526794434
1	-65.452522277832	59.4725074768066
1	-65.4441528320312	59.3705711364746
1	-65.5727844238281	59.3408393859863
1	-65.6352996826172	59.2366752624512
1	-65.6555786132812	59.087474822998
1	-65.5164031982422	59.087760925293
1	-65.778076171875	58.998607635498
1	-65.9739074707031	58.8822402954102
1	-66.0224990844727	58.8616752624512
1	-65.9288787841797	58.6399955749512
1	-65.9880599975586	58.3844566345215
1	-66.0014190673828	58.5203018188477
1	-66.2703094482422	58.7966461181641
1	-66.5847396850586	58.6272163391113
1	-67.1374740600586	58.3730583190918
1	-67.6405334472656	58.0377578735352
1	-67.7075119018555	58.3830833435059
1	-67.9969711303711	58.1414031982422
1	-67.9758224487305	58.2119407653809
1	-67.9586410522461	58.5452880859375
1	-68.2974853515625	58.2055816650391
1	-69.3694305419922	57.7649726867676
1	-68.719467163086	58.0097389221191
1	-68.2566909790039	58.3236083984375
1	-68.3355331420898	58.6428031921387
1	-68.7388916015625	58.8991470336914
1	-69.7146987915039	58.6791877746582
1	-70.0797271728516	58.756649017334
1	-69.9030303955078	58.871639251709
1	-69.883316040039	58.9677810668945
1	-69.663589477539	58.7900009155273
1	-69.4380722045898	59.105583190918
1	-69.4144668579102	59.2124938964844
1	-69.2772445678711	59.2155342102051
1	-69.6449661254883	59.2983207702637
1	-69.6494369506836	59.4289016723633
1	-69.6425094604492	59.5783271789551
1	-69.603889465332	59.8291702270508
1	-71.032211303711	60.0605316162109
1	-70.9522323608398	60.0644226074219
1	-69.8050003051758	60.0675163269043
1	-69.686393737793	60.0686111450195
1	-69.7616806030273	60.4133567810059
1	-69.5497436523438	60.7519149780273
1	-69.4261016845703	60.9247207641602
1	-69.6808395385742	61.0036163330078
1	-69.8161087036133	60.8958435058594
1	-70.0891799926758	60.9644317626953
1	-71.3269424438477	61.1472015380859
1	-71.7347183227539	61.3677864074707
1	-71.822494506836	61.4188995361328
1	-71.5483322143555	61.5764007568359
1	-72.2724914550781	61.6058540344238
1	-72.07470703125	61.6055679321289
1	-72.220817565918	61.7469177246094
1	-72.6294479370117	61.9155349731445
1	-72.7916564941406	61.8346939086914
1	-72.6052627563477	61.9852638244629
1	-73.5688705444336	62.3902893066406
1	-74.7563781738281	62.2122192382812
1	-74.8650131225586	62.2116432189941
1	-75.7805480957031	62.1824798583984
1	-75.7650146484375	62.206371307373
1	-77.1444702148438	62.5369644165039
1	-78.0371932983398	62.3788871765137
1	-78.0763854980469	61.9069442749023
1	-77.5908584594727	61.5741691589355
1	-77.6424789428711	61.5116577148438
1	-77.6699905395508	61.4627876281738
1	-77.740005493164	61.2986335754395
1	-78.176139831543	60.8225059509277
1	-77.8850173950195	60.8227920532227
1	-77.9444351196289	60.7994766235352
1	-77.6786422729492	60.8008499145508
1	-77.714729309082	60.760570526123
1	-77.722526550293	60.6919288635254
1	-77.7155380249023	60.569149017334
1	-77.5494384765625	60.5713806152344
1	-77.661392211914	60.4797058105469
1	-77.495002746582	60.1222343444824
1	-77.3158416748047	60.0305671691895
1	-77.3680419921875	59.8947143554688
1	-77.4747161865234	59.6744689941406
1	-77.6660842895508	59.674186706543
1	-77.8399810791016	59.4125175476074
1	-78.4627914428711	58.9114074707031
1	-78.484733581543	58.6941375732422
1	-78.0755233764648	58.4552726745605
1	-77.4591979980469	58.1566505432129
1	-76.7180786132812	57.4777488708496
1	-76.5205764770508	56.4702606201172
1	-76.9160919189453	55.8802871704102
1	-78.5014038085938	55.0016555786133
1	-79.7313766479492	54.6508331298828
1	-79.2813720703125	54.1708106994629
1	-79.1638565063477	54.1755638122559
1	-79.1408309936523	54.0994186401367
1	-79.0316772460938	54.0078048706055
1	-79.0005645751953	53.8555717468262
1	-79.0435943603516	53.7275161743164
1	-78.9933471679688	53.5005645751953
1	-78.9191513061523	53.2477760314941
1	-78.931640625	53.138053894043
1	-78.7972183227539	52.9624977111816
1	-78.7402725219727	52.7819595336914
1	-78.6916809082031	52.5491676330566
1	-78.5244369506836	52.2688751220703
1	-78.9260787963867	51.7930335998535
1	-78.8011245727539	51.5044364929199
1	-78.8974914550781	51.3075103759766
1	-79.288589477539	51.6422348022461
1	-79.6966552734375	51.2714157104492
1	-79.3321990966797	50.7238960266113
1	-80.106948852539	51.2905502319336
1	-80.7222518920898	51.1466827392578
1	-80.5244598388672	51.3266487121582
1	-80.5902938842773	51.6802787780762
1	-81.6825256347656	52.2341537475586
1	-81.576644897461	52.3124809265137
1	-81.988883972168	52.7621917724609
1	-82.1808319091797	52.9085845947266
1	-82.2269439697266	53.2177543640137
1	-82.2108459472656	53.62890625
1	-82.3066482543945	54.1066360473633
1	-82.358901977539	54.5002632141113
1	-82.2822341918945	55.0480651855469
1	-82.9466400146484	55.1166496276855
1	-83.6707992553711	55.2486000061035
1	-84.0997161865234	55.2719192504883
1	-85.2411117553711	55.2027626037598
1	-85.2152709960938	55.2685966491699
1	-85.4247360229492	55.4300003051758
1	-87.6011276245117	56.0538940429688
1	-88.458610534668	56.6214065551758
1	-90.5633163452148	57.2122421264648
1	-92.4541931152344	56.9430656433105
1	-92.7072067260742	56.9291458129883
1	-92.4627838134766	57.2071990966797
1	-93.1577835083008	58.740837097168
1	-94.0583572387695	58.766960144043
1	-94.237808227539	58.3855438232422
1	-94.2008514404297	58.6852569580078
1	-94.7314147949219	58.8586349487305
1	-94.9250106811523	59.0855293273926
1	-94.7239074707031	59.3894233703613
1	-94.6930770874023	60.4777603149414
1	-94.676124572754	60.5416412353516
1	-94.140007019043	61.046932220459
1	-94.0255813598633	61.2463798522949
1	-93.9116821289062	61.3858413696289
1	-93.4191589355469	61.6958084106445
1	-93.4277572631836	61.7666854858398
1	-93.5669326782227	61.8505668640137
1	-93.2777557373047	61.9758110046387
1	-92.9980392456055	62.1230621337891
1	-92.924186706543	62.1916465759277
1	-92.790283203125	62.1913604736328
1	-92.4697189331055	62.1463813781738
1	-92.6900177001953	62.3377494812012
1	-92.5391616821289	62.5324974060059
1	-92.3744354248047	62.5314140319824
1	-91.9480438232422	62.5314140319824
1	-92.4208374023438	62.8314094543457
1	-92.2677459716797	62.8308334350586
1	-92.1133346557617	62.8308334350586
1	-91.862777709961	62.8280296325684
1	-90.7469482421875	62.9941864013672
1	-90.7188720703125	63.2452583312988
1	-91.6161193847656	63.618881225586
1	-92.4186096191406	63.5480651855469
1	-92.349739074707	63.6341819763184
1	-92.2241439819336	63.6338958740234
1	-93.4328002929688	63.917797088623
1	-93.6725234985352	63.9147033691406
1	-93.6163787841797	64.0530700683594
1	-91.2458190917969	63.6327476501465
1	-90.550537109375	63.6361274719238
1	-90.4863662719727	63.6322364807129
1	-90.0728073120117	63.7763938903809
1	-90.113883972168	63.9308586120605
1	-89.9952850341797	63.929141998291
1	-89.8763961791992	63.930004119873
1	-90.124137878418	64.1285858154297
1	-89.875015258789	64.1913833618164
1	-89.751091003418	64.188346862793
1	-89.5135955810547	63.9741744995117
1	-89.2527847290039	63.9738883972168
1	-89.1486282348633	63.9719429016113
1	-89.1866683959961	64.0410995483398
1	-89.077751159668	64.0260848999023
1	-87.9919357299805	64.2052459716797
1	-86.9627914428711	65.1166534423828
1	-88.6553115844727	65.3152923583984
1	-89.4441528320312	65.5774841308594
1	-91.1083068847656	65.8914108276367
1	-91.2035903930664	65.8566818237305
1	-89.8439025878906	65.8322219848633
1	-89.7291412353516	65.8347396850586
1	-88.4119186401367	65.6302490234375
1	-88.6338729858398	65.6355819702148
1	-88.5261001586914	65.5697479248047
1	-87.3958282470703	65.3213653564453
1	-86.014144897461	66.1003112792969
1	-86.7233505249023	66.3785934448242
1	-86.6766510009766	66.453598022461
1	-86.4860916137695	66.5353012084961
1	-86.3116836547852	66.5366668701172
1	-85.6989059448242	66.5386199951172
1	-85.339714050293	66.4138870239258
1	-84.4924774169922	66.1694641113281
1	-84.5491485595703	66.2960815429688
1	-83.7783508300781	66.1658554077148
1	-83.8796997070312	66.409194946289
1	-84.4485931396484	66.7152633666992
1	-84.6844177246094	66.8441772460938
1	-84.5347137451172	66.8410873413086
1	-85.1330490112305	66.8369598388672
1	-85.0483093261719	66.9633560180664
1	-84.4277954101562	66.9611206054688
1	-84.3149795532227	66.8363876342773
1	-84.2883377075195	66.794448852539
1	-83.988052368164	66.7961044311523
1	-83.945541381836	66.7024841308594
1	-83.6336135864258	66.3988800048828
1	-82.3799819946289	66.7155456542969
1	-82.154182434082	66.712516784668
1	-82.1816864013672	66.7397232055664
1	-81.6380615234375	67.003059387207
1	-81.300537109375	67.391128540039
1	-82.0705261230469	67.8886260986328
1	-82.0560989379883	68.1094436645508
1	-82.3210906982422	68.1902847290039
1	-82.474983215332	68.3210906982422
1	-82.5416717529297	68.4077835083008
1	-82.5325088500977	68.5080490112305
1	-82.243049621582	68.5089111328125
1	-82.0916748046875	68.5072479248047
1	-81.2666702270508	68.7061233520508
1	-81.779182434082	68.8950271606445
1	-81.3847045898438	69.0930404663086
1	-82.2511291503906	69.2877883911133
1	-83.0539016723633	69.5111236572266
1	-82.7422103881836	69.5099792480469
1	-82.6019515991211	69.5108413696289
1	-82.6539154052734	69.6230850219727
1	-85.5863723754883	69.8269348144531
1	-85.4064102172852	69.7505645751953
1	-85.466682434082	69.5661315917969
1	-85.383316040039	69.415267944336
1	-85.4147109985352	69.3077774047852
1	-84.7544403076172	69.0491485595703
1	-84.9458084106445	68.9816513061523
1	-85.0171966552734	68.951400756836
1	-85.0463562011719	68.8777770996094
1	-84.976921081543	68.8094253540039
1	-85.3436126708984	68.7294387817383
1	-85.7394638061523	68.608024597168
1	-85.8441467285156	68.234977722168
1	-86.3591766357422	67.8277740478516
1	-86.4727935791016	67.4786148071289
1	-87.0591583251953	67.318359375
1	-87.2344284057617	67.2064056396484
1	-87.4519271850586	67.2022171020508
1	-87.7744369506836	67.5011367797852
1	-88.3569641113281	67.9986343383789
1	-88.2736053466797	68.334732055664
1	-87.8072128295898	68.3010940551758
1	-88.1869735717773	68.9002914428711
1	-89.3505325317383	69.2353057861328
1	-89.7263946533203	68.8294219970703
1	-89.8358306884766	68.6716842651367
1	-89.8405227661133	68.5385818481445
1	-90.2913818359375	68.2810974121094
1	-90.357795715332	68.3649826049805
1	-90.5049819946289	68.5008316040039
1	-90.548355102539	68.803352355957
1	-90.5174789428711	68.9052810668945
1	-91.1505432128906	69.2939147949219
1	-91.1000061035156	69.2794189453125
1	-90.6369400024414	69.429702758789
1	-90.4747314453125	69.4944458007812
1	-90.754165649414	69.4961166381836
1	-90.8855438232422	69.4925003051758
1	-91.2933197021484	69.570541381836
1	-91.2211227416992	69.653335571289
1	-91.3527908325195	69.6516723632812
1	-91.4969482421875	69.652473449707
1	-92.086410522461	69.5491638183594
1	-92.1441650390625	69.6144256591797
1	-92.5522155761719	69.7019271850586
1	-92.8149795532227	69.703353881836
1	-92.0705337524414	70.0749740600586
1	-92.3874969482422	70.076400756836
1	-92.5791473388672	70.0752639770508
1	-92.14306640625	70.1722030639648
1	-91.5139083862305	70.153060913086
1	-91.907241821289	70.3014068603516
1	-92.0497360229492	70.3019180297852
1	-92.2147521972656	70.572525024414
1	-92.9069366455078	70.9125213623047
1	-93.0291519165039	71.3644104003906
1	-93.696647644043	71.710823059082
1	-94.3185958862305	71.7136306762695
1	-94.3916397094727	71.7119750976562
1	-94.559471130371	71.8497085571289
1	-94.4828033447266	71.9783401489258
1	-94.9194564819336	71.9794311523438
1	-95.17138671875	71.843864440918
1	-95.1124801635742	71.8352737426758
1	-95.8328094482422	71.5158462524414
1	-95.524154663086	71.4366607666016
1	-95.7111129760742	71.30419921875
1	-96.2880783081055	71.3063735961914
1	-96.4402542114258	71.1866836547852
1	-96.44970703125	71.0797119140625
1	-96.4100036621094	71.1183242797852
1	-96.522476196289	70.7600021362305
1	-95.8897018432617	70.7080307006836
1	-95.9755325317383	70.5722427368164
1	-95.9569625854492	70.5549926757812
1	-96.1430587768555	70.5563735961914
1	-96.5447006225586	70.1799926757812
1	-96.1777877807617	69.8652648925781
1	-94.7494583129883	69.663589477539
1	-93.8752975463867	69.4613876342773
1	-93.5380554199219	69.4105682373047
1	-93.4566955566406	69.3230819702148
1	-93.8361053466797	69.2766723632812
1	-93.7094268798828	69.4066772460938
1	-94.3105697631836	69.188606262207
1	-94.1571884155273	69.1091918945312
