# BEAST v1.5.3, Build r2376
# Generated Sun Nov 22 17:32:48 CET 2009 [seed=1258907565004]
state	rates1	rates2	rates3	rates4	rates5	rates6	rates7	rates8	rates9	rates10	rates11	rates12	rates13	rates14	rates15	rates16	rates17	rates18	rates19	rates20	rates21	indicators1	indicators2	indicators3	indicators4	indicators5	indicators6	indicators7	indicators8	indicators9	indicators10	indicators11	indicators12	indicators13	indicators14	indicators15	indicators16	indicators17	indicators18	indicators19	indicators20	indicators21	nonZeroRateCount	geoSiteModel.mu
200000	1.119019894342333	0.40849706615981196	0.7284380515526168	2.339610767596571	0.3688378744648416	0.4832372611806496	0.5582364983147109	0.013741862486056891	0.8123635854587862	1.2030477554857162	1.317509483882209	0.006727551259523495	0.0752299850375388	1.6281680584943312	0.2468195172039776	2.240608700115494	1.7168839347684934	0.5574436339725795	0.8165267717314155	0.0773934064237334	1.1773341417560494	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	7.0	1.0277767047246542
210000	1.1312971607803861	0.9106443029493261	0.744294183791724	0.7798987697127617	0.16048972840920803	0.5759735853482078	0.2315802189142456	0.41715883133022486	0.21944585623064233	0.22112523117939334	0.7002091790733052	0.013187677555897344	2.3691329424352685	0.05698678017321778	0.6083141303633668	3.2734453425699237	0.5490409849793545	0.23976598156935525	0.7145239637894968	0.3939327070106931	1.6020389608661114	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.5132544985252302
220000	2.2409380756155532	0.8306765364362753	1.691283439431569	1.2072283412045592	1.122737142063471	0.260486165048066	1.8316543815320765	0.6598581734814007	0.029849761461001854	0.024040235361848128	0.20616419220656362	0.00847290612345341	0.5732138411771692	0.4908146516264522	0.9848567800166725	0.39996701719202565	0.45416863979552485	0.016184441957642768	0.6691900277906705	0.36798763351536284	0.5377535951073422	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	0.7280621672934986
230000	1.4087854476358546	1.034518168107155	0.3993801958961052	0.4396712431771188	2.41958235182377	0.23605163680382518	2.9939467330829337	1.3781272030437681	0.2497428952313363	0.34714836160796	0.20671835036128247	0.3090021404402824	0.28703482512660383	1.0367565772620218	0.4498940308387205	1.0125705120953898	0.2368661726488643	1.605290896418856	0.3814906310999969	0.2304258562016832	0.21653277348520578	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	0.6577644140589617
240000	0.7756135003428176	0.3645610019533767	0.6955811836967294	2.2129679048946205	1.2430733886426861	0.280862036822334	1.909062698326615	0.3132550495690284	0.27755531223254504	0.07325319576501069	0.4542854808157919	0.46942312589080226	0.9502904287764954	0.14964236608768286	0.6483123093301584	0.15565753201687985	0.7147816787519882	2.4215643600260557	0.46606253464825503	0.4039672216503971	0.3124298326573854	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	9.0	0.8138799912726188
250000	3.079206302413065	4.05479104942057	0.7593504285745423	0.5523180841028228	0.16012536238732983	0.2924154088232039	2.2220148497205336	1.4411766148093426	0.6838702747967962	1.237804602990576	1.845726088848407	0.17014797964458828	0.24993287520007867	0.16919035725178994	0.61751733790955	0.29439258424984144	0.405948546942654	0.539740722203047	0.09546774281164157	4.435188956924343	1.0589680918567088	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	0.920948259938052
260000	2.118461180200356	1.167530334149413	0.3965087902204913	0.4631902227305378	0.43606838500318873	3.3232818484308004	1.4338709525362272	0.20950819214395605	0.38026046087941884	0.7847359592487334	0.0756083407057197	0.17239249652554606	0.2753720396621321	0.24818380763629924	0.8742312851717141	0.0696777714188109	1.2123404392816606	0.09377079350860106	0.08281702473551937	2.487585146877405	1.4262096384113532	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	9.0	0.7441524280873117
270000	1.573473652616617	0.14133200414263497	2.2743301429234895	2.3739043584711825	1.989605855968477	2.3958337449232623	0.9476423301316551	0.4635947097746566	0.7024766365529417	0.15824080497048088	0.44121614535474174	0.017612204323659304	1.8521817527186695	0.2850578266067621	0.2864079027687371	1.8580303838000811	1.066571556405146	1.4928398658383462	0.2131107176208534	0.585993859969467	0.6204501012338108	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	7.0	0.8222594242764494
280000	2.45080790203347	3.804743021382298	2.7080206988319713	0.5522785384142269	0.11132153813307764	0.09197951738036866	2.642351407342176	2.8549909028706972	0.5140805554048827	0.26741232735502435	1.8764309432358857	0.45033006053334956	1.1104567561553236	0.5096962977611222	0.236580883078615	1.3313571954333463	4.293656097931913	0.7479225703338398	0.15178866114446776	0.8614075476739145	0.6930549390518922	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	8.0	0.5074782627172089
290000	1.3590622197181235	1.3515098035641122	1.3058188879944845	0.665951621661463	0.08365999370716773	0.3842752533209388	0.29251356070712753	0.03919651455312515	0.4290820540344407	0.2678464290639637	1.1979161740042341	2.7753550608974997	2.6894465238204788	3.4596294135955263	0.16414537076548677	0.43251045260686216	0.19967823200984947	0.17456320955861732	0.5880371440347009	0.8443736230506999	6.031428757035346	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	9.0	0.6432740470399169
300000	2.715227225721996	0.7821320255571006	0.46593556047041473	0.6270271206408571	0.19499449283347267	2.5704524101606085	0.17124185731024041	0.5801650722648948	0.21819346476388868	0.1197856439477545	0.03924102833718621	0.6468312985080986	0.2909924957075482	1.4558243792651275	0.12748222486148478	1.4921890170144585	0.7688121186771627	0.08623778434747568	1.6546931324073957	1.2849406600225601	0.8552458160118637	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	7.0	0.8678914599841052
310000	3.6165067617991222	1.928326529615329	0.9951382326107805	0.8430770558440869	1.2394140076600344	1.0528480150527746	1.1673967932738611	2.6248704348277134	2.4914026231646265	0.1849876649481275	1.111003498319967	0.7502814641320258	0.4128569695938493	0.8814509656599511	0.8220983285058002	3.1733085686383316	1.1909041441367902	1.7895858601460144	0.09382316276109068	0.19044742063285305	0.15953884027072718	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	7.0	2.553166252121946
320000	0.7990455007306786	0.5141642382657672	0.9144443307519999	2.3174606691351136	0.5230473451839824	0.39777890441014274	0.9897765007702485	1.6873415893850556	0.50389387224581	0.30176227049042675	0.18912858455194664	1.256613651911987	0.08007979506943551	0.7772846902097522	0.08522378631858456	0.9305021944806212	0.11408202947348521	3.2233197339090442	1.285478466007484	0.08059463391390852	0.38866237244312585	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	0.46319258872338664
330000	3.4254943828979587	3.2476832676184535	0.3888500294158991	1.5836490620019306	1.6199737306663518	0.7121296299377778	0.015699160676304936	6.194975756868254	0.1641946204577013	0.8989686981610113	0.20132863345118387	0.6625448186775613	3.211992466499648	0.5056314188996923	0.3285108613576627	1.7835185403751848	0.11160910391876439	0.20402808706780534	0.15979208541202491	1.5976044263601592	1.21324117099775	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	0.6229887892631878
340000	8.062954016492375	0.9997362709798469	2.238167910725199	1.6603020624943168	0.5064951497403748	0.7584675390860247	0.1049305279820647	0.14652030703780516	0.4666385543585438	0.8371659612697189	0.4008124629462288	1.5938636972845805	0.6183736559459166	0.33688317338334395	0.05346748943646925	3.369479817516638	0.653972384530892	0.5257170078393362	1.57991856590112	2.4718146761206277	0.44508312588545046	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.5335242852854615
350000	2.6783981130257506	1.9248801125196295	3.260680437250008	2.29661948745095	1.722563465966451	0.295391919215026	1.3949502874342907	0.7821505904244536	1.7671587412298682	0.7313630682869863	0.4321135540133779	0.7918198808200086	1.3791588150640137	2.125502487792124	0.5238498081700523	0.3671412123617237	3.106093044675763	0.05168963851982596	0.6302730123442833	2.72928211870887	1.9757438343754647	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.5882803084614554
360000	1.4370597349310954	0.34367643764926054	2.9693023520613826	1.1682663307260546	0.954722527930933	0.7750336868229675	1.7144322206153029	0.6565172008096595	0.935674583263301	2.397701089138141	0.11651808634717188	0.7848339175354657	0.21914902593711857	0.14228990601625327	0.4923284829879749	2.8173400282961563	0.6334020627954473	0.8239854852421387	1.7927740156744063	1.311631591397422	0.2366148021328889	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	0.6940467574647928
370000	0.9606389777392195	0.47391798270576097	0.7792143445898111	2.4574403492222654	0.7872361885563053	0.12603594447865415	0.886243899269804	1.4066364693954951	2.5336775457834824	2.689358160976025	0.35969649150744765	2.6695448586996724	0.8076271706086421	0.16297845788079723	0.506936061022324	0.09941645469203968	0.2636952867422723	0.14126214041304072	0.06773524031613098	0.6555350664537221	0.4042328116756849	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	8.0	0.7992818320239828
380000	2.4020131193183745	0.19047777749636452	0.8295204820228761	0.6773915778724595	0.4922217722617655	0.11166008102682787	3.170657036671864	0.3326886111521198	1.0892430353317422	0.9459793155414048	0.027117397002301966	4.635594957940759	3.3426067688878134	0.24115882653062	0.35606824681950866	0.2892102967311937	2.518404108014031	0.9986362254253734	0.15671592005219792	0.2548995718959604	0.37224430059645813	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	0.3577464959595323
390000	1.1101634418795139	0.26003305406832333	0.44066880922601326	0.2692330633778695	1.5325454258448867	0.07353851385179846	0.45411348520728273	2.1376078028726875	1.8580799217116588	0.45945013018377157	0.030799465627639737	0.4972312343393824	1.9143147332137238	0.11962673525479489	0.1804775138859956	1.6161423898869798	1.5337351158883465	0.14500281171654295	0.2433559110898164	0.30314108290624925	0.8486994903207687	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	0.4138984040838572
400000	0.8974858865171965	0.7447544205744359	2.178871472419577	1.4766580873862682	1.2019181863466286	0.22258643412255433	0.6678355916742821	1.3797080490450455	1.0158352593191582	2.8742490493214414	1.6254101245367154	1.2509534859042388	1.4039518150914772	0.158087683281339	2.159536783824695	1.2773820857464258	0.14052990073238458	1.2908296882946724	0.3271468347089246	0.06952432755872062	0.4595257638023604	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0	0.6706179848393261
410000	2.498482441855711	0.7281520667327372	0.47528604215331666	2.881582303870874	0.3913011803395837	0.5206101834533384	0.9116153617209467	0.28611061310482544	1.9384903969095	0.3794679550119781	0.5043791188910596	0.2282409878527802	0.167975333848784	0.24776954553578193	2.318431220875733	0.21325446447344953	0.3908304609211919	0.03383648018405848	0.3184998359093848	0.7089076530992486	1.7086404497713346	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.8289783901621921
420000	0.7377999884136798	0.10970138825005539	0.47073054504156286	0.5694928932495416	0.0024262487995267805	1.128869572089924	1.2549311707891293	1.7706344858918406	0.6022632170723251	0.6703046347450359	0.10334335733488159	0.3837253370203917	0.024694853850186955	0.10609863464023175	1.8978025496959976	0.06000054503123421	0.5895888856854955	3.9318904651590034	1.0379620177771973	0.36519016441655006	0.6480260277794205	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.9373363182915957
430000	1.8367692535418434	1.3499223154746898	2.055217532504399	0.3895073853625823	0.11448526546857392	0.04080828808652811	0.7335648390467938	0.227091315386777	1.4756318969307685	0.9665541650419978	1.501183733839959	0.46099979297593724	2.016138973677385	0.09572520198303917	0.127311997888686	0.5424201967571444	0.029089617782414992	2.0436941192648685	0.36240304743115204	0.3284014831859985	0.3092911973256292	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	7.0	1.2769948856758886
440000	0.41992346738942943	2.0697645858088443	0.19209204989697373	0.5299031075552816	0.664108577005475	0.5656621512933643	0.555495234430479	0.0014775298514291188	0.26588165671831454	2.5089280627856683	0.02325895124753334	0.9226461437329176	0.303364551696735	0.31137029550928325	0.8449627269189797	0.6389478872633688	0.3879180697576884	1.5229685422197785	3.1375820129628633	0.1922193067485188	0.1775910618686114	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	0.46794006837857094
450000	2.1363538684088526	0.6594618431827352	0.673083340069111	1.703281933870251	1.5914518059590232	0.5080841853170228	1.0968945623025648	0.1700557822060066	0.20548844712657652	2.173982482255623	1.8373735999507266	4.00738006800715	1.8161963366195848	0.0793894956946785	0.5297653799823605	0.21572732278989648	0.5508259030794233	1.0083169324968109	0.2717893856604369	1.5375568129478547	0.1302798393462486	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	8.0	1.1489202954865918
